year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2012,hokkaido,8,1,"OOSAKA, SEIJI",DPJ,3,2,0,34.1,53,4,2,77402,393030,59.2,9330090
2012,hokkaido,8,0,"KITADE, MIKA",mirai,12,0,0,11.4,26,4,3,25793,393030,59.2,6544203
2012,hokkaido,8,0,"TAKAHASHI, KEISUKE",JCP,2,0,0,7,53,4,4,15953,393030,59.2,1460135
2012,hokkaido,9,0,"HORII, MANABU",LDP,1,1,1,55.2,40,4,1,121145,406072,57.4,9235992
2012,hokkaido,9,1,"YAMAOKA, TATSUMARU",DPJ,3,1,0,28.1,33,4,2,61616,406072,57.4,9759343
2012,hokkaido,9,0,"HANAI, YASUKO",JCP,2,0,0,13.3,69,4,3,29257,406072,57.4,2961881
2012,hokkaido,9,0,"SHIMAZAKI, NAOMI",others,100,0,0,3.4,53,4,4,7495,406072,57.4,1623938
2012,hokkaido,10,1,"INETSU, HISASHI",CGP,5,2,1,43.1,54,4,1,87930,328145,64.7,7071723
2012,hokkaido,10,1,"KODAIRA, TADAMASA",DPJ,3,7,0,30.9,70,4,2,62998,328145,64.7,17012898
2012,hokkaido,10,1,"ASANO, TAKAHIRO",daichi,35,1,0,19.5,34,4,3,39818,328145,64.7,5869771
2012,hokkaido,10,0,"KIMURA, KENJI",JCP,2,0,0,6.5,61,4,4,13320,328145,64.7,1953862
2012,hokkaido,11,0,"NAKAGAWA, YUKO",LDP,1,1,1,51,53,3,1,86719,288689,61,16033434
2012,hokkaido,11,1,"ISHIKAWA, TOMOHIRO",daichi,35,3,2,41.2,39,3,2,70112,288689,61,13196220
2012,hokkaido,11,0,"WATANABE, YUKARI",JCP,2,0,0,7.8,64,3,3,13235,288689,61,1598096
2012,hokkaido,12,0,"TAKEBE, ARATA",LDP,1,0,1,50.3,42,4,1,91208,310903,60.5,11878177
2012,hokkaido,12,1,"MATSUKI, KENKO",daichi,35,3,0,29.2,53,4,2,52976,310903,60.5,12555955
2012,hokkaido,12,1,"YAMAZAKI, MAYA",DPJ,3,1,0,14.1,65,4,3,25501,310903,60.5,8594038
2012,hokkaido,12,0,"SUGAWARA, MAKOTO",JCP,2,0,0,6.4,39,4,4,11532,310903,60.5,1755615
2012,hyogo,1,2,"MORIYAMA, MASAHITO",LDP,1,2,1,37.2,59,4,1,76401,371889,57.1,10422019
2012,hyogo,1,0,"ISAKA, NOBUHIKO",your,14,1,2,35.8,38,4,2,73587,371889,57.1,3237212
2012,hyogo,1,1,"IDO, MASAE",DPJ,3,1,0,18.3,47,4,3,37584,371889,57.1,5811055
2012,hyogo,1,0,"TSUTSUI, TETSUJIRO",JCP,2,0,0,8.8,41,4,4,18059,371889,57.1,1374390
2012,hyogo,2,2,"AKABA, KAZUYOSHI",CGP,5,5,1,47.3,54,4,1,87969,355943,55.2,15373860
2012,hyogo,2,1,"MUKAIYAMA, KOICHI",DPJ,3,1,0,23.6,55,4,2,43900,355943,55.2,5543858
2012,hyogo,2,0,"GOTO, DAISUKE",independent,99,0,0,16.5,35,4,3,30658,355943,55.2,3789712
2012,hyogo,2,0,"ROKUNA, YUNA",JCP,2,0,0,12.6,61,4,4,23367,355943,55.2,1719654
2012,hyogo,3,2,"SEKI, YOSHIHIRO",LDP,1,2,1,37.8,47,5,1,67920,319736,57.6,8146738
2012,hyogo,3,0,"SUGIHARA, HIDETO",NIK,11,1,2,31.1,50,5,2,55835,319736,57.6,5533457
2012,hyogo,3,0,"YOKOHATA, KAZUYUKI",DPJ,3,0,0,15,41,5,3,26875,319736,57.6,5713928
2012,hyogo,3,0,"MITSUHASHI, MAKI",mirai,12,0,0,8.4,35,5,4,15030,319736,57.6,3520493
2012,hyogo,3,0,"OSUGI, TETSUO",JCP,2,0,0,7.7,64,5,5,13811,319736,57.6,1411415
2012,hyogo,4,0,"FUJII, HISAYUKI",LDP,1,0,1,43.1,41,4,1,104202,428586,58,6917335
2012,hyogo,4,0,"SHIMIZU, TAKAYUKI",NIK,11,0,0,32.5,38,4,2,78565,428586,58,4019739
2012,hyogo,4,1,"TKAHASHI, SHOICHI",DPJ,3,1,0,17.9,48,4,3,43386,428586,58,3314747
2012,hyogo,4,0,"MATSUMOTO, KATSUO",JCP,2,0,0,6.5,68,4,4,15769,428586,58,1210805
2012,hyogo,5,1,"TANI, KOICHI",LDP,1,4,1,47,60,4,1,104403,358266,63.5,13350970
2012,hyogo,5,0,"MIKI, KEE",NIK,11,1,2,23.1,46,4,2,51341,358266,63.5,3772410
2012,hyogo,5,1,"KAJIWARA, YASUHIRO",DPJ,3,2,0,22.9,56,4,3,50732,358266,63.5,6547053
2012,hyogo,5,0,"HIRAYAMA, KAZUSHI",JCP,2,0,0,7,59,4,4,15534,358266,63.5,1500611
2012,hyogo,6,0,"OGUCHI, SEIJU",LDP,1,1,1,36,46,5,1,99988,475955,59.9,4515692
2012,hyogo,6,0,"SUGITA, MIO",NIK,11,1,2,28.5,45,5,2,79187,475955,59.9,5253545
2012,hyogo,6,1,"ICHIMURA, KOICHIRO",DPJ,3,3,0,21,48,5,3,58270,475955,59.9,5948373
2012,hyogo,6,0,"MATSUZAKI, KATSUHIKO",mirai,12,0,0,7.8,57,5,4,21739,475955,59.9,2824539
2012,hyogo,6,0,"YOSHIMI, AKIHIKO",JCP,2,0,0,6.6,38,5,5,18221,475955,59.9,1458269
2012,hyogo,7,0,"YAMADA, KENJI",LDP,1,1,1,39.3,46,4,1,105092,458806,60.4,8354445
2012,hyogo,7,0,"HATANAKA, MITSUNARI",your,14,1,2,30.1,40,4,2,80480,458806,60.4,4514860
2012,hyogo,7,1,"ISHII, TOSHIRO",DPJ,3,1,0,22.2,41,4,3,59385,458806,60.4,5387814
2012,hyogo,7,0,"HAMAOTO, NOBUYOSHI",JCP,2,0,0,8.4,59,4,4,22377,458806,60.4,1040176
2012,hyogo,8,0,"NAKANO, YOSHO",CGP,5,1,1,46.6,34,4,1,97526,379425,57.5,7566786
2012,hyogo,8,1,"TANAKA, YASUO",shintonihon,34,1,0,30,56,4,2,62697,379425,57.5,5279507
2012,hyogo,8,1,"MUROI, HIDEKO",DPJ,3,1,0,12.6,57,4,3,26246,379425,57.5,11168254
2012,hyogo,8,0,"SHOMOTO, ETSUKO",JCP,2,0,0,10.8,58,4,4,22645,379425,57.5,1437176
2012,hyogo,9,1,"NISHIMURA, YASUTOSHI",LDP,1,4,1,59.4,50,4,1,120590,359269,57.9,7965839
2012,hyogo,9,0,"TANI, SHUNI",NIK,11,0,0,22.2,45,4,2,45097,359269,57.9,4810781
2012,hyogo,9,1,"HAMAMOTO, HIROSHI",DPJ,3,1,0,10.3,60,4,3,21016,359269,57.9,6242700
2012,hyogo,9,0,"SHINMACHI, MICHIYO",JCP,2,0,0,8.1,65,4,4,16393,359269,57.9,1732914
2012,hyogo,10,2,"TOKAI, KISABURO",LDP,1,7,1,44.2,64,4,1,87902,346032,58.7,15469799
2012,hyogo,10,1,"OKADA, YASUHIRO",DPJ,3,1,0,27.6,37,4,2,54852,346032,58.7,16662519
2012,hyogo,10,0,"OKADA, HISAO",NIK,11,0,0,22.1,30,4,3,43948,346032,58.7,5412300
2012,hyogo,10,0,"IZAWA, TAKANORI",JCP,2,0,0,6.1,62,4,4,12106,346032,58.7,.
2012,hyogo,11,1,"MATSUMOTO, TAKEAKI",DPJ,3,5,1,39.6,53,4,1,80760,385201,54.8,4085485
2012,hyogo,11,0,"ZUSHI, NOBUHIDE",LDP,1,0,0,31.6,42,4,2,64509,385201,54.8,5551271
2012,hyogo,11,0,"KATADA, SOICHIRO",NIK,11,0,0,22.8,26,4,3,46462,385201,54.8,4304569
2012,hyogo,11,0,"HAKUHATSU, MIDORI",JCP,2,0,0,6,37,4,4,12304,385201,54.8,1359616
2012,hyogo,12,1,"YAMAGUCHI, SO",DPJ,3,4,1,44.2,58,4,1,81528,301901,62.7,9522665
2012,hyogo,12,0,"OKAZA,I, AKIRA",LDP,1,0,0,30.5,48,4,2,56317,301901,62.7,7495307
2012,hyogo,12,0,"MIYAZAKI, KENJI",NIK,11,0,0,20.3,46,4,3,37424,301901,62.7,6163931
2012,hyogo,12,0,"TAKEUCHI, NORIAKI",JCP,2,0,0,5,37,4,4,9232,301901,62.7,1926899
2012,ibaraki,1,0,"TADOKORO, YOSHINORI",LDP,1,1,1,45.3,58,5,1,103463,406694,57.6,.
2012,ibaraki,1,1,"FUKUSHIMA, NOBUYUKI",DPJ,3,1,0,29,42,5,2,66076,406694,57.6,.
2012,ibaraki,1,0,"EBISAWA, YUKI",NIK,11,0,0,13,38,5,3,29611,406694,57.6,5321552
2012,ibaraki,1,0,"MUTO, YUKO",mirai,12,0,0,7,48,5,4,15971,406694,57.6,1169858
2012,ibaraki,1,0,"TAYA, TAKEO",JCP,2,0,0,5.7,61,5,5,13065,406694,57.6,5635144
2012,ibaraki,2,1,"NUKAGA, FUKUSHIRO",LDP,1,10,1,56.3,68,4,1,113891,359147,58,1332443
2012,ibaraki,2,1,"ISHIZU, MASAO",DPJ,3,1,0,23.7,65,4,2,47922,359147,58,8022588
2012,ibaraki,2,0,"HARADA, MASAYA",your,14,0,0,15.7,43,4,3,31846,359147,58,7532841
2012,ibaraki,2,0,"UMEZAWATA, TSURUKO",JCP,2,0,0,4.3,56,4,4,8703,359147,58,.
2012,ibaraki,3,2,"HANASHI, YASUHIRO",LDP,1,3,1,50.9,53,4,1,113158,387034,59.9,.
2012,ibaraki,3,1,"KOIZUMI, TOSHIAKI",mirai,12,3,0,20.9,55,4,2,46539,387034,59.9,6694871
2012,ibaraki,3,0,"MAEDA, YOSHINARI",NIK,11,0,0,19.6,45,4,3,43614,387034,59.9,5298900
2012,ibaraki,3,0,"KOBAYASHI, KYOKO",JCP,2,0,0,8.6,62,4,4,19177,387034,59.9,565244
2012,ibaraki,4,1,"KAJIYAMA, HIROSHI",LDP,1,5,1,65.1,57,3,1,113718,302837,59.5,14666216
2012,ibaraki,4,1,"TAKANO, MAMORU",DPJ,3,1,0,27.7,53,3,2,48395,302837,59.5,10461530
2012,ibaraki,4,0,"UNO, SHUJI",JCP,2,0,0,7.2,62,3,3,12555,302837,59.5,1068968
2012,ibaraki,5,1,"OHATA, AKIHIRO",DPJ,3,8,1,49.3,65,3,1,61142,223450,57.4,8989830
2012,ibaraki,5,0,"ISHIKAWA, AKIMASA",LDP,1,1,2,41.8,40,3,2,51841,223450,57.4,4222906
2012,ibaraki,5,0,"FUKUDA, AKARI",JCP,2,0,0,8.9,56,3,3,11043,223450,57.4,1196249
2012,ibaraki,6,2,"NIWA, YUYA",LDP,1,11,1,38.2,68,6,1,91121,428923,57.3,8997845
2012,ibaraki,6,0,"KANO, GAKUYA",independent,99,0,0,19,48,6,2,45377,428923,57.3,7579586
2012,ibaraki,6,1,"OIZUMI, HIROKO",DPJ,3,1,0,16.4,62,6,3,39161,428923,57.3,5990074
2012,ibaraki,6,0,"FUKAZAWA, YUTAKA",NIK,11,0,0,15.3,41,6,4,36617,428923,57.3,3499520
2012,ibaraki,6,0,"AOKI, MICHIKO",JCP,2,0,0,5.7,62,6,5,13680,428923,57.3,811641
2012,ibaraki,6,0,"KURIYAMA, SAKAE",mirai,12,0,0,5.3,54,6,6,12644,428923,57.3,2014726
2012,ibaraki,7,1,"NAKAMURA, KISHIRO",independent,99,12,1,42.7,63,5,1,81157,312416,62.5,11770157
2012,ibaraki,7,1,"NAGAOKA, KEIKO",LDP,1,3,2,31.4,59,5,2,59605,312416,62.5,9926567
2012,ibaraki,7,0,"TSUTSUI, YOSUKE",NIK,11,0,0,12.3,33,5,3,23344,312416,62.5,7885042
2012,ibaraki,7,1,"YANAGIDA, KAZUMI",DPJ,3,1,0,10,62,5,4,18983,312416,62.5,5419859
2012,ibaraki,7,0,"SHIRAHATA, ISAMU",JCP,2,0,0,3.7,60,5,5,7034,312416,62.5,606780
2012,ishikawa,1,1,"HASE, HIROSHI",LDP,1,5,1,47.9,51,5,1,99544,362225,58.5,9859949
2012,ishikawa,1,1,"OKUDA, KEN",DPJ,3,4,0,22.9,53,5,2,47582,362225,58.5,13678169
2012,ishikawa,1,0,"KOMAI, SHUNSUKE",NIK,11,0,0,19.8,31,5,3,41207,362225,58.5,5682988
2012,ishikawa,1,0,"KUMANO, MORIO",mirai,12,0,0,5.1,42,5,4,10629,362225,58.5,1605038
2012,ishikawa,1,0,"KUROSAKI, KIYONORI",JCP,2,0,0,4.3,64,5,5,8969,362225,58.5,885782
2012,ishikawa,2,0,"SASAKI, HAJIME",LDP,1,1,1,64.5,38,4,1,123283,317874,63.4,8658351
2012,ishikawa,2,0,"MIYAMOTO, KEIKO",DPJ,3,0,0,19.7,65,4,2,37601,317874,63.4,7472592
2012,ishikawa,2,0,"HOSONO, YUJI",SDP,9,0,0,9,59,4,3,17161,317874,63.4,1823667
2012,ishikawa,2,0,"NISHIMURA, YUSHI",JCP,2,0,0,6.9,58,4,4,13184,317874,63.4,585750
2012,ishikawa,3,1,"KITAMURA, SHIGEO",LDP,1,3,1,54.4,67,3,1,89266,260929,64.8,7193202
2012,ishikawa,3,1,"KONDO, KAZUYA",DPJ,3,1,0,38.1,39,3,2,62543,260929,64.8,7520806
2012,ishikawa,3,0,"WATANABE, YUKO",JCP,2,0,0,7.4,27,3,3,12147,260929,64.8,1071234
2012,iwate,1,1,"SHINA, TAKESHI",DPJ,3,3,1,34.7,46,5,1,55909,278714,59,5749060
2012,iwate,1,0,"TAKAHASHI, HINAKO",LDP,1,1,2,27.3,54,5,2,44002,278714,59,.
2012,iwate,1,0,"TATSUSO, YOKO",mirai,12,0,0,25.9,47,5,3,41706,278714,59,8492450
2012,iwate,1,0,"ITO,MASAHIRO",SDP,9,0,0,6.2,65,5,4,9922,278714,59,5847462
2012,iwate,1,0,"YAHATA, SHINO",JCP,2,0,0,5.9,30,5,5,9473,278714,59,1169962
2012,iwate,2,2,"SUZUKI, SHUNICHI",LDP,1,7,1,56.5,59,3,1,96523,292204,60.1,9715645
2012,iwate,2,1,"HATAHIRO, KOJI",mirai,12,2,2,37.3,49,3,2,63695,292204,60.1,10848259
2012,iwate,2,0,"KUJI, SHIGEO",JCP,2,0,0,6.1,64,3,3,10491,292204,60.1,1423753
2012,iwate,3,1,"KIKAWADA, TORU",DPJ,3,5,1,41.5,59,4,1,62684,236102,65.4,9842028
2012,iwate,3,0,"SATO, NAHOMI",mirai,12,0,0,28.8,46,4,2,43539,236102,65.4,8865701
2012,iwate,3,0,"HASHIMOTO, HIDENORI",LDP,1,1,2,24,45,4,3,36234,236102,65.4,5512681
2012,iwate,3,0,"KIKUCHI, YUKIO",JCP,2,0,0,5.7,53,4,4,8642,236102,65.4,1626327
2012,iwate,4,1,"OZAWA, ICHIRO",mirai,12,15,1,45.5,70,4,1,78057,281402,62.9,6560777
2012,iwate,4,0,"FUJIWARA, TAKASHI",LDP,1,0,2,27.9,29,4,2,47887,281402,62.9,11743907
2012,iwate,4,0,"OIKAWA, TOSHIAKI",DPJ,3,0,0,16.7,56,4,3,28593,281402,62.9,9572444
2012,iwate,4,0,"TAKAHASHI, TSUNEKI",JCP,2,0,0,9.9,65,4,4,17033,281402,62.9,1693457
2012,kagawa,1,1,"HIRAI, TAKUYA",LDP,1,5,1,47.9,54,4,1,84080,306129,58.9,14322072
2012,kagawa,1,1,"OGAWA, JUNYA",DPJ,3,3,2,35.9,41,4,2,63114,306129,58.9,13025619
2012,kagawa,1,0,"IMANISHI, EIJI",NIK,11,0,0,11.5,66,4,3,20143,306129,58.9,4549714
2012,kagawa,1,0,"KAWAMURA, TADASHI",JCP,2,0,0,4.7,53,4,4,8260,306129,58.9,411013
2012,kagawa,2,1,"TAMAKI, YUICHIRO",DPJ,3,2,1,50,43,3,1,79153,269988,60.5,10299472
2012,kagawa,2,0,"SETO, RYUICHI",LDP,1,1,2,45.5,47,3,2,72030,269988,60.5,10431066
2012,kagawa,2,0,"SAEKI, MAMORU",JCP,2,0,0,4.4,52,3,3,7010,269988,60.5,1192147
2012,kagawa,3,0,"OONO, KEITARO",LDP,1,1,1,62.7,44,3,1,85463,248437,57.6,11757841
2012,kagawa,3,0,"YONETA, HARUHIKO",SDP,9,0,0,31.5,54,3,2,42907,248437,57.6,3711985
2012,kagawa,3,0,"FUJITA, HITOSHI",JCP,2,0,0,5.8,52,3,3,7888,248437,57.6,425031
2012,kagoshima,1,2,"YASUOKA, OKIHARU",LDP,1,11,1,45.5,73,5,1,76652,335532,51.2,9208095
2012,kagoshima,1,1,"KAWAUCHI, HIROSHI",DPJ,3,5,0,25.4,51,5,2,42792,335532,51.2,18141072
2012,kagoshima,1,0,"YAMANOUCHI, TSUYOSHI",NIK,11,1,2,21.5,31,5,3,36188,335532,51.2,8026614
2012,kagoshima,1,0,"WTANABE, SHIICHIRO",mirai,12,0,0,4.1,55,5,4,6926,335532,51.2,1212007
2012,kagoshima,1,0,"YAMAGUCHI, HIRONOZU",JCP,2,0,0,3.5,37,5,5,5951,335532,51.2,560645
2012,kagoshima,2,1,"TOKUDA, TAKESHI",LDP,1,3,1,66.7,41,3,1,109744,279787,60.6,26465523
2012,kagoshima,2,1,"UCHIKOSHI, MYOJI",DPJ,3,1,0,27.8,54,3,2,45707,279787,60.6,14913230
2012,kagoshima,2,0,"MISHIMA, TERU",JCP,2,0,0,5.6,70,3,3,9177,279787,60.6,825711
2012,kagoshima,3,0,"NOMA, KEN",kokumin,29,1,1,45.2,54,5,1,70320,258665,60.8,8316731
2012,kagoshima,3,1,"MIYAJI, KAZUAKI",LDP,1,8,2,41.3,72,5,2,64169,258665,60.8,7541266
2012,kagoshima,3,0,"FUKUDOME, DAISHI",NIK,11,0,0,10.1,36,5,3,15681,258665,60.8,3262656
2012,kagoshima,3,0,"OKURANO, YUMIKO",JCP,2,0,0,2.6,62,5,4,4098,258665,60.8,372573
2012,kagoshima,3,0,"MATSUZAWA, CHIKARA",kofuku,7,0,0,0.8,30,5,5,1210,258665,60.8,2894037
2012,kagoshima,4,1,"OSATO, YASUHIRO",LDP,1,3,1,66.9,54,3,1,100415,270164,57.1,12258896
2012,kagoshima,4,1,"MINAYOSHI, INAO",DPJ,3,1,0,26.5,62,3,2,39834,270164,57.1,7633468
2012,kagoshima,4,0,"NAGATA, YOSHIHITO",JCP,2,0,0,6.6,63,3,3,9925,270164,57.1,937370
2012,kagoshima,5,1,"MORIYAMA, HIROSHI",LDP,1,4,1,83.1,67,2,1,107933,245207,55.6,20428510
2012,kagoshima,5,0,"NOGUCHI, KAN",JCP,2,0,0,16.9,67,2,2,21886,245207,55.6,1069308
2012,kanagawa,1,1,"MATSUMOTO, JUN",LDP,1,5,1,41.2,62,5,1,101238,418323,60.3,8318643
2012,kanagawa,1,1,"NAKABAYASHI, MIEKO",DPJ,3,1,0,20.7,52,5,2,50927,418323,60.3,3965676
2012,kanagawa,1,0,"MATSUMOTO, KOICHI",NIK,11,0,0,16.8,52,5,3,41198,418323,60.3,7844084
2012,kanagawa,1,0,"YAMASHITA, RAIKO",your,14,0,0,14.9,39,5,4,36706,418323,60.3,3847309
2012,kanagawa,1,0,"AKASHI, YUKIO",JCP,2,0,0,6.4,53,5,5,15664,418323,60.3,1363610
2012,kanagawa,2,1,"SUGA, YOSHIHIDE",LDP,1,6,1,57.9,64,3,1,138040,424090,59.2,8277127
2012,kanagawa,2,1,"MIMURA, KAZUYA",DPJ,3,1,0,29.9,37,3,2,71302,424090,59.2,5969569
2012,kanagawa,2,0,"KODAMA, TOSHIAKI",JCP,2,0,0,12.1,50,3,3,28947,424090,59.2,1794326
2012,kanagawa,3,2,"OKONOGI, HACHIRO",LDP,1,6,1,37,47,6,1,85451,413592,57.5,5065841
2012,kanagawa,3,0,"TAKAHASHI, MAYUMI",NIK,11,0,0,17.2,44,6,2,39781,413592,57.5,6480173
2012,kanagawa,3,1,"KATSUMATA, KOICHIRO",DPJ,3,1,0,15,50,6,3,34738,413592,57.5,7255983
2012,kanagawa,3,0,"MORO, TAKESHI",your,14,0,0,13.9,44,6,4,32189,413592,57.5,3851854
2012,kanagawa,3,1,"OKAMOTO, EIKO",mirai,12,1,0,9.6,48,6,5,22163,413592,57.5,350300
2012,kanagawa,3,0,"MOTOHASHI, KASEI",JCP,2,0,0,7.3,39,6,6,16773,413592,57.5,2994065
2012,kanagawa,4,1,"ASAO, KEIICHIRO",your,14,1,1,48.7,48,4,1,100632,329966,64.4,3602077
2012,kanagawa,4,2,"YAMAMOTO, TOMOHIRO",LDP,1,2,2,27.8,37,4,2,57542,329966,64.4,6890441
2012,kanagawa,4,0,"OGIWARA, TAKAHIRO",DPJ,3,0,0,16,42,4,3,33022,329966,64.4,3862519
2012,kanagawa,4,0,"KATO, KATSUHIRO",JCP,2,0,0,7.5,68,4,4,15456,329966,64.4,1446939
2012,kanagawa,5,2,"SAKAI, MANABU",LDP,1,2,1,40.8,47,6,1,107796,448705,60.9,9867937
2012,kanagawa,5,0,"YUZAWA, DAICHI",NIK,11,0,0,17.6,45,6,2,46632,448705,60.9,6634704
2012,kanagawa,5,0,"IKEDA, TOICHIRO",your,14,0,0,16.6,51,6,3,43786,448705,60.9,2479810
2012,kanagawa,5,1,"TANAKE, KEISHU",DPJ,3,6,0,11.5,74,6,4,30494,448705,60.9,10111766
2012,kanagawa,5,0,"YOKOYAMA, SEIGO",JCP,2,0,0,7.4,41,6,5,19512,448705,60.9,1847060
2012,kanagawa,5,0,"KAWANO, TOSHIHISA",mirai,12,0,0,6.2,56,6,6,16268,448705,60.9,1596100
2012,kanagawa,6,2,"UEDA, ISAMU",CGP,5,6,1,37.4,54,4,1,82147,373384,61.3,7659117
2012,kanagawa,6,0,"AOYAGI, YOICHIRO",your,14,0,2,31.6,43,4,2,69511,373384,61.3,4006395
2012,kanagawa,6,1,"IKEDA, MOTOSHISA",DPJ,3,6,0,23.6,71,4,3,51819,373384,61.3,4560671
2012,kanagawa,6,0,"FUJII, ETSUO",JCP,2,0,0,7.4,60,4,4,16369,373384,61.3,1256781
2012,kanagawa,7,2,"SUZUKI, KEISUKE",LDP,1,2,1,42.1,35,5,1,105920,425283,60.8,5643613
2012,kanagawa,7,0,"TANAK, ASAKO",your,14,0,0,23.2,53,5,2,58380,425283,60.8,2319449
2012,kanagawa,7,1,"SUZO, NOBUHIKO",DPJ,3,3,0,21.5,67,5,3,53958,425283,60.8,8622327
2012,kanagawa,7,1,YAMAZAKI MAKOTO,mirai,12,2,0,8.3,50,5,4,20743,425283,60.8,674884
2012,kanagawa,7,0,"HIGA, JOICHI",JCP,2,0,0,4.9,54,5,5,12422,425283,60.8,3046389
2012,kanagawa,8,1,"EDA, KENJI",your,14,3,1,54.1,56,4,1,127294,382436,63,8082933
2012,kanagawa,8,2,"FUKUDA, MINEYUKI",LDP,1,1,2,25.8,48,4,2,60643,382436,63,4549260
2012,kanagawa,8,0,"ITO,",DPJ,3,0,0,14.4,53,4,3,33769,382436,63,4713200
2012,kanagawa,8,0,"KUGIMARU, SUSUMU",JCP,2,0,0,5.8,39,4,4,13526,382436,63,1858542
2012,kanagawa,9,1,"RYU, HIROFUMI",DPJ,3,4,1,36.8,47,4,1,67448,303887,62.1,4457838
2012,kanagawa,9,0,"NAKAYAMA, NORIHIRO",LDP,1,1,2,31.9,44,4,2,58370,303887,62.1,5659462
2012,kanagawa,9,0,"SHIINA, TSUYOSHI",your,14,1,2,22.6,37,4,3,41454,303887,62.1,4086654
2012,kanagawa,9,0,"HORIGUCHI, NOZOMU",JCP,2,0,0,8.6,36,4,4,15773,303887,62.1,2127542
2012,kanagawa,10,1,"TANAKA, KAZUNORI",LDP,1,6,1,37.5,63,5,1,104994,492394,58.5,7476380
2012,kanagawa,10,1,"JOJIMA, KORIKI",DPJ,3,4,0,21.9,65,5,2,61255,492394,58.5,5859332
2012,kanagawa,10,0,"KUME, EIICHIRO",your,14,0,0,15.9,47,5,3,44493,492394,58.5,4038797
2012,kanagawa,10,0,"ISHIKAWA, TERUHISA,",NIK,11,0,0,15.8,62,5,4,44185,492394,58.5,2753770
2012,kanagawa,10,0,"NAKANO, TOMOHIRO",JCP,2,0,0,9,54,5,5,25310,492394,58.5,1444924
2012,kanagawa,11,1,"KOIZUMI, SHINJIRO",LDP,1,2,1,79.9,31,5,1,184360,389013,61.2,9668251
2012,kanagawa,11,0,"HAYASHI, KOTARO",DPJ,3,0,0,10.9,30,5,2,25134,389013,61.2,4208892
2012,kanagawa,11,0,"SAITA, MICHIO",JCP,2,0,0,7.7,64,5,3,17740,389013,61.2,770830
2012,kanagawa,11,0,"MORIMOTO, HIDETOSHI",independent,99,0,0,0.9,64,5,4,2131,389013,61.2,85747
2012,kanagawa,11,0,"IWATA, YOSHINOBU",independent,99,0,0,0.6,54,5,5,1489,389013,61.2,.
2012,kanagawa,12,0,"HOSHINO, TSUYOSHI",LDP,1,1,1,34.1,49,5,1,73476,375902,58.9,8078443
2012,kanagawa,12,1,"ABE, TOMOKO",mirai,12,4,2,23.6,64,5,2,50976,375902,58.9,8339218
2012,kanagawa,12,1,"NAKATSUKA, KAZUHIRO",DPJ,3,3,0,22.2,47,5,3,47834,375902,58.9,12095767
2012,kanagawa,12,0,"AMAKASU, KAZUHIKO",NIK,11,0,0,15.1,29,5,4,32590,375902,58.9,1968583
2012,kanagawa,12,0,"NUMAGAMI, TSUNEO",JCP,2,0,0,5,54,5,5,10871,375902,58.9,3554128
2012,kanagawa,13,1,"AMARI, AKIRA",LDP,1,9,1,43,63,5,1,111733,461285,58,9946173
2012,kanagawa,13,0,"SUGAWARA, NAOTOSHI",your,14,0,0,19.5,34,5,2,50826,461285,58,1919623
2012,kanagawa,13,0,"OTA, YUSUKE",NIK,11,0,0,16.8,38,5,3,43754,461285,58,2345901
2012,kanagawa,13,1,"TACHIBANA, HIDENORI",DPJ,3,1,0,14.9,43,5,4,38637,461285,58,7831336
2012,kanagawa,13,0,"MIYAO, KATSUYUKI",JCP,2,0,0,5.8,69,5,5,15131,461285,58,2763170
2012,kanagawa,14,2,"AKAMA, JIRO",LDP,1,1,1,39.6,44,6,1,100494,437769,59.4,7153907
2012,kanagawa,14,1,"HONMURA, KENTAOU",DPJ,3,1,0,26,42,6,2,65832,437769,59.4,2438323
2012,kanagawa,14,2,"NAKAMOTO, TAEI",NIK,11,1,0,15.4,47,6,3,39141,437769,59.4,8248559
2012,kanagawa,14,0,"MATSUMOTO, MASAI",your,14,0,0,10.7,41,6,4,27153,437769,59.4,5519541
2012,kanagawa,14,0,"INOMARTA, YURI",JCP,2,0,0,5.7,28,6,5,14549,437769,59.4,2086825
2012,kanagawa,14,0,"IMAI, TATSUYA",SDP,9,0,0,2.5,25,6,6,6306,437769,59.4,2947015
2012,kanagawa,15,1,"KONO, TARO",LDP,1,6,1,80,49,2,1,192604,456520,56.9,1500237
2012,kanagawa,15,0,"ASAGA, YUKA",JCP,2,0,0,20,32,2,2,48198,456520,56.9,1611140
2012,kanagawa,16,0,"YOSHIIE, HIROYASU",LDP,1,0,1,40.7,41,4,1,98958,431606,58,8507155
2012,kanagawa,16,1,"GOTO, YUICHI",DPJ,3,2,2,37.3,43,4,2,90881,431606,58,7838967
2012,kanagawa,16,0,"TOYAMA, YOSHINOBU",NIK,11,0,0,15.6,41,4,3,38058,431606,58,5577946
2012,kanagawa,16,0,"IKEDA, HIROHIDE",JCP,2,0,0,6.4,50,4,4,15494,431606,58,2273568
2012,kanagawa,17,0,"MAKISHIMA, KAREN",LDP,1,1,1,38.8,36,5,1,98019,426043,60.6,3636093
2012,kanagawa,17,0,"INOUE, YOSHIYUKI",your,14,0,0,21.5,49,5,2,54337,426043,60.6,5610926
