year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,expm,vs,exppv,smd,party_jpn
2017,fukuoka,9,現職,"OGATA, RINTARO",POH,39,2,落選,39.46,44,3,2,78833,199797,NA,NA,NA,0.3946,NA,落選,希望
2017,fukuoka,9,現職,"MAJIMA, SHOZO",JCP,2,1,落選,14.83,54,3,3,29635,199797,NA,NA,NA,0.1483,NA,落選,共産党
2017,fukuoka,10,現職,"YAMAMOTO, KOZO",LDP,1,7,当選,44.16,69,3,1,87674,198539,NA,NA,NA,0.4416,NA,当選,自民党
2017,fukuoka,10,元職,"KII, TAKASHI",POH,39,2,復活当選,40.33,44,3,2,80073,198539,NA,NA,NA,0.4033,NA,落選,希望
2017,fukuoka,10,現職,"TAMURA, TAKAAKI",JCP,2,1,復活当選,15.51,56,3,3,30792,198539,NA,NA,NA,0.1551,NA,落選,共産党
2017,fukuoka,11,現職,"TAKEDA, RYOTA",LDP,1,5,当選,55.46,49,3,1,81129,146286,NA,NA,NA,0.5546,NA,当選,自民党
2017,fukuoka,11,新人,"MURAKAMI, TOMONOBU",POH,39,0,落選,28.94,48,3,2,42335,146286,NA,NA,NA,0.2894,NA,落選,希望
2017,fukuoka,11,新人,"TAKEUCHI, NOBUAKI",SDP,9,0,落選,15.6,64,3,3,22822,146286,NA,NA,NA,0.156,NA,落選,社民党
2017,fukushima,1,現職,"KANEKO, EMI",independent,99,1,当選,52.74,52,2,1,126664,240178,NA,NA,NA,0.5274,NA,当選,無所属
2017,fukushima,1,現職,"KAMEOKA, YOSHITAMI",LDP,1,3,復活当選,47.26,62,2,2,113514,240178,NA,NA,NA,0.47259999999999996,NA,落選,自民党
2017,fukushima,2,現職,"NEMOTO, TAKUMI",LDP,1,7,当選,52.59,66,4,1,96892,184233,NA,NA,NA,0.5259,NA,当選,自民党
2017,fukushima,2,新人,"OKABE, MITSUNORI",POH,39,0,落選,32.23,49,4,2,59377,184233,NA,NA,NA,0.3223,NA,落選,希望
2017,fukushima,2,新人,"TAIRA, YOSHIHIKO",JCP,2,0,落選,9.92,65,4,3,18279,184233,NA,NA,NA,0.0992,NA,落選,共産党
2017,fukushima,2,新人,"NISHIMURA, EMI",NIK,41,0,落選,5.26,54,4,4,9685,184233,NA,NA,NA,0.0526,NA,落選,維新の会
2017,fukushima,3,現職,"GEMBA, KOICHIRO",independent,99,8,当選,56.62,53,3,1,92930,164132,NA,NA,NA,0.5661999999999999,NA,当選,無所属
2017,fukushima,3,新人,"UESUGI, KENTARO",LDP,1,0,復活当選,36.56,42,3,2,60006,164132,NA,NA,NA,0.36560000000000004,NA,落選,自民党
2017,fukushima,3,新人,"HASHIMOTO, KENJI",JCP,2,0,落選,6.82,69,3,3,11196,164132,NA,NA,NA,0.0682,NA,落選,共産党
2017,fukushima,4,現職,"KANKE, ICHIRO",LDP,1,2,当選,44.66,62,4,1,68282,152910,NA,NA,NA,0.44659999999999994,NA,当選,自民党
2017,fukushima,4,現職,"OGUMA, SHINJI",POH,39,2,復活当選,43.86,49,4,2,67073,152910,NA,NA,NA,0.4386,NA,落選,希望
2017,fukushima,4,新人,"FURUKAWA, YOSHINORI",JCP,2,0,落選,6.21,66,4,3,9492,152910,NA,NA,NA,0.0621,NA,落選,共産党
2017,fukushima,4,新人,"WATANABE, TOSHIO",SDP,9,0,落選,5.27,68,4,4,8063,152910,NA,NA,NA,0.0527,NA,落選,社民党
2017,fukushima,5,現職,"YOSHINO, MASAYOSHI",LDP,1,6,当選,53.61,69,4,1,86461,161279,NA,NA,NA,0.5361,NA,当選,自民党
2017,fukushima,5,現職,"YOSHIDA, IZUMI",POH,39,5,落選,31.92,68,4,2,51478,161279,NA,NA,NA,0.31920000000000004,NA,落選,希望
2017,fukushima,5,新人,"KUMAGAI, TOMO",JCP,2,0,落選,10.02,37,4,3,16154,161279,NA,NA,NA,0.1002,NA,落選,共産党
2017,fukushima,5,新人,"ENDO, YOKO",SDP,9,0,落選,4.46,67,4,4,7186,161279,NA,NA,NA,0.0446,NA,落選,社民党
2017,gifu,1,現職,"NODA, SEIKO",LDP,1,8,当選,64.51,57,4,1,103453,160378,NA,NA,NA,0.6451,NA,当選,自民党
2017,gifu,1,新人,"YOSHIDA, RIE",independent,99,0,落選,27.24,51,4,2,43688,160378,NA,NA,NA,0.2724,NA,落選,無所属
2017,gifu,1,新人,"HATTORI, TAISUKE",independent,99,0,落選,5.06,36,4,3,8113,160378,NA,NA,NA,0.0506,NA,落選,無所属
2017,gifu,1,新人,"NOHARA, NORIKO",others,7,0,落選,3.19,60,4,4,5124,160378,NA,NA,NA,0.0319,NA,落選,その他
2017,gifu,2,現職,"TANAHASHI, YASUFUMI",LDP,1,7,当選,75.4,54,2,1,117278,155548,NA,NA,NA,0.754,NA,当選,自民党
2017,gifu,2,新人,"MORIZAKURA, FUSAYOSHI",JCP,2,0,落選,24.6,60,2,2,38270,155548,NA,NA,NA,0.24600000000000002,NA,落選,共産党
2017,gifu,3,現職,"MUTO, YOJI",LDP,1,3,当選,56.88,62,3,1,127308,223805,NA,NA,NA,0.5688,NA,当選,自民党
2017,gifu,3,元職,"SAKAGUCHI, NAOTO",POH,39,2,落選,30.56,54,3,2,68404,223805,NA,NA,NA,0.3056,NA,落選,希望
2017,gifu,3,新人,"INOUE, SATOSHI",JCP,2,0,落選,12.55,50,3,3,28093,223805,NA,NA,NA,0.1255,NA,落選,共産党
2017,gifu,4,新人,"KANEKO, SHUMPEI",LDP,1,0,当選,49.19,39,3,1,107473,218477,NA,NA,NA,0.4919,NA,当選,自民党
2017,gifu,4,現職,"IMAI, MASATO",POH,39,3,復活当選,42.28,55,3,2,92370,218477,NA,NA,NA,0.4228,NA,落選,希望
2017,gifu,4,新人,"KOMIYAMA, EMIKO",JCP,2,0,落選,8.53,63,3,3,18634,218477,NA,NA,NA,0.08529999999999999,NA,落選,共産党
2017,gifu,5,現職,"FURUYA, KEIJI",LDP,1,9,当選,54.05,64,3,1,92113,170413,NA,NA,NA,0.5405,NA,当選,自民党
2017,gifu,5,元職,"ACHIHA, YOSHINOBU",POH,39,1,落選,34.02,54,3,2,57982,170413,NA,NA,NA,0.34020000000000006,NA,落選,希望
2017,gifu,5,新人,"OZEKI, SHOKO",JCP,2,0,落選,11.92,64,3,3,20318,170413,NA,NA,NA,0.1192,NA,落選,共産党
2017,gunma,1,現職,"OMI, ASAKO",LDP,1,1,当選,48.75,56,3,1,92641,190028,NA,NA,NA,0.4875,NA,当選,自民党
2017,gunma,1,現職,"MIYAZAKI, TAKESHI",POH,39,2,落選,37.66,47,3,2,71569,190028,NA,NA,NA,0.3766,NA,落選,希望
2017,gunma,1,新人,"TANAHASHI, SETSUKO",JCP,2,0,落選,13.59,56,3,3,25818,190028,NA,NA,NA,0.1359,NA,落選,共産党
2017,gunma,2,現職,"INO, TOSHIRO",LDP,1,2,当選,55.88,37,3,1,89219,159672,NA,NA,NA,0.5588000000000001,NA,当選,自民党
2017,gunma,2,現職,"ISHIZEKI, TAKASHI",POH,39,4,落選,30.4,45,3,2,48545,159672,NA,NA,NA,0.304,NA,落選,希望
2017,gunma,2,新人,"HASEDA, NAOYUKI",JCP,2,0,落選,13.72,61,3,3,21908,159672,NA,NA,NA,0.13720000000000002,NA,落選,共産党
2017,gunma,3,現職,"SASAGAWA, HIROYOSHI",LDP,1,2,当選,55.3,51,2,1,83446,150902,NA,NA,NA,0.5529999999999999,NA,当選,自民党
2017,gunma,3,新人,"HASEGAWA, KAICHI",CDP,40,0,復活当選,44.7,64,2,2,67456,150902,NA,NA,NA,0.447,NA,落選,立憲民主党
2017,gunma,4,現職,"FUKUDA, TATSUO",LDP,1,2,当選,60.78,50,3,1,93262,153435,NA,NA,NA,0.6078,NA,当選,自民党
2017,gunma,4,新人,"FUWA, HIROKI",POH,39,0,落選,23.57,51,3,2,36167,153435,NA,NA,NA,0.2357,NA,落選,希望
2017,gunma,4,新人,"HAGIWARA, SADAO",JCP,2,0,落選,15.65,68,3,3,24006,153435,NA,NA,NA,0.1565,NA,落選,共産党
2017,gunma,5,現職,"OBUCHI, YUKO",LDP,1,6,当選,64.95,43,4,1,109453,168523,NA,NA,NA,0.6495000000000001,NA,当選,自民党
2017,gunma,5,新人,"INOKUCHI, SACHIKO",POH,39,0,落選,17.88,61,4,2,30127,168523,NA,NA,NA,0.1788,NA,落選,希望
2017,gunma,5,新人,"ITO, TATSUYA",JCP,2,0,落選,8.86,34,4,3,14935,168523,NA,NA,NA,0.0886,NA,落選,共産党
2017,gunma,5,新人,"TAKAHASHI, NOBUYUKI",SDP,9,0,落選,8.31,63,4,4,14008,168523,NA,NA,NA,0.08310000000000001,NA,落選,社民党
2017,hiroshima,1,現職,"KISHIDA, FUMIO",LDP,1,8,当選,77.96,60,2,1,113239,145250,NA,NA,NA,0.7796,NA,当選,自民党
2017,hiroshima,1,新人,"ONISHI, OSAMU",JCP,2,0,落選,22.04,51,2,2,32011,145250,NA,NA,NA,0.22039999999999998,NA,落選,共産党
2017,hiroshima,2,現職,"HIRAGUCHI, HIROSHI",LDP,1,3,当選,47.89,69,5,1,96718,201951,NA,NA,NA,0.4789,NA,当選,自民党
2017,hiroshima,2,元職,"MATSUMOTO, DAISUKE",POH,39,3,落選,33.82,46,5,2,68309,201951,NA,NA,NA,0.3382,NA,落選,希望
2017,hiroshima,2,新人,"HAIOKA, KANA",NIK,41,0,落選,8.98,34,5,3,18128,201951,NA,NA,NA,0.0898,NA,落選,維新の会
2017,hiroshima,2,新人,"FUJIMOTO, SATOSHI",JCP,2,0,落選,8.12,63,5,4,16393,201951,NA,NA,NA,0.0812,NA,落選,共産党
2017,hiroshima,2,新人,"MIZUNO, YOSHIHIRO",others,7,0,落選,1.19,26,5,5,2403,201951,NA,NA,NA,0.011899999999999999,NA,落選,その他
2017,hiroshima,3,現職,"KAWAI, KATSUYUKI",LDP,1,6,当選,47.37,54,6,1,82998,175204,NA,NA,NA,0.47369999999999995,NA,当選,自民党
2017,hiroshima,3,新人,"SHIOMURA, AYAKA",independent,99,0,落選,35.37,39,6,2,61976,175204,NA,NA,NA,0.35369999999999996,NA,落選,無所属
2017,hiroshima,3,新人,"IMAEDA, JIN",NIK,41,0,落選,13.57,47,6,3,23779,175204,NA,NA,NA,0.13570000000000002,NA,落選,維新の会
2017,hiroshima,3,新人,"NOMURA, MASATERU",others,7,0,落選,1.55,35,6,4,2720,175204,NA,NA,NA,0.0155,NA,落選,その他
2017,hiroshima,3,新人,"TAMADA, NORITAKA",independent,99,0,落選,1.13,60,6,5,1978,175204,NA,NA,NA,0.0113,NA,落選,無所属
2017,hiroshima,3,新人,"NISHIMOTO, AKIHIKO",independent,99,0,落選,1,72,6,6,1753,175204,NA,NA,NA,0.01,NA,落選,無所属
2017,hiroshima,4,現職,"SHINTANI, MASAYOSHI",LDP,1,2,当選,43.64,42,6,1,64911,148736,NA,NA,NA,0.4364,NA,当選,自民党
2017,hiroshima,4,元職,"SORAMOTO, SEIKI",NIK,41,1,落選,19.2,53,6,2,28562,148736,NA,NA,NA,0.192,NA,落選,維新の会
2017,hiroshima,4,新人,"EBISU, KEIJI",independent,99,0,落選,13.69,34,6,3,20366,148736,NA,NA,NA,0.1369,NA,落選,無所属
2017,hiroshima,4,新人,"UENO, KANJI",POH,39,0,落選,11.3,35,6,4,16803,148736,NA,NA,NA,0.113,NA,落選,希望
2017,hiroshima,4,新人,"NAKAISHI, HITOSHI",JCP,2,0,落選,7.32,54,6,5,10884,148736,NA,NA,NA,0.0732,NA,落選,共産党
2017,hiroshima,4,新人,"OCHIAI, YOJI",independent,99,0,落選,4.85,53,6,6,7210,148736,NA,NA,NA,0.048499999999999995,NA,落選,無所属
2017,hiroshima,5,現職,"TERADA, MINORU",LDP,1,4,当選,67.1,59,3,1,86193,128461,NA,NA,NA,0.6709999999999999,NA,当選,自民党
2017,hiroshima,5,新人,"HASHIMOTO, KOTOE",POH,39,0,落選,21.73,28,3,2,27912,128461,NA,NA,NA,0.2173,NA,落選,希望
2017,hiroshima,5,新人,"OZAKI, HIKARU",JCP,2,0,落選,11.18,64,3,3,14356,128461,NA,NA,NA,0.1118,NA,落選,共産党
2017,hiroshima,6,元職,"SATO, KOJI",POH,39,2,当選,50.54,58,3,1,85616,169410,NA,NA,NA,0.5054,NA,当選,希望
2017,hiroshima,6,現職,"KOJIMA, TOSHIFUMI",LDP,1,2,復活当選,40.85,67,3,2,69209,169410,NA,NA,NA,0.40850000000000003,NA,落選,自民党
2017,hiroshima,6,新人,"TERADA, AKIMITSU",JCP,2,0,落選,8.61,66,3,3,14585,169410,NA,NA,NA,0.0861,NA,落選,共産党
2017,hiroshima,7,現職,"KOBAYASHI, FUMIAKI",LDP,1,2,当選,60.46,34,3,1,110547,182829,NA,NA,NA,0.6046,NA,当選,自民党
2017,hiroshima,7,新人,"SATO, HIRONORI",POH,39,0,落選,30.03,41,3,2,54898,182829,NA,NA,NA,0.3003,NA,落選,希望
2017,hiroshima,7,新人,"SHIGEMURA, KOJI",JCP,2,0,落選,9.51,66,3,3,17384,182829,NA,NA,NA,0.0951,NA,落選,共産党
2017,hokkaido,1,新人,"MICHISHITA, DAIKI",CDP,40,0,当選,53.48,41,2,1,139110,260097,NA,NA,NA,0.5347999999999999,NA,当選,立憲民主党
2017,hokkaido,1,元職,"FUNAHASHI, TOSHIMITSU",LDP,1,1,復活当選,46.52,56,2,2,120987,260097,NA,NA,NA,0.46520000000000006,NA,落選,自民党
2017,hokkaido,2,現職,"YOSHIKAWA, TAKAMORI",LDP,1,5,当選,41.35,67,4,1,104824,253518,NA,NA,NA,0.41350000000000003,NA,当選,自民党
2017,hokkaido,2,現職,"MATSUKI, KENKO",POH,39,4,落選,29.36,58,4,2,74425,253518,NA,NA,NA,0.29359999999999997,NA,落選,希望
2017,hokkaido,2,新人,"KANAKURA, MASATOSHI",JCP,2,0,落選,20.76,43,4,3,52626,253518,NA,NA,NA,0.2076,NA,落選,共産党
2017,hokkaido,2,新人,"KOWADA, YASUFUMI",NIK,41,0,落選,8.54,47,4,4,21643,253518,NA,NA,NA,0.08539999999999999,NA,落選,維新の会
2017,hokkaido,3,現職,"ARAI, SATOSHI",CDP,40,7,当選,54.36,71,2,1,141680,260641,NA,NA,NA,0.5436,NA,当選,立憲民主党
2017,hokkaido,3,現職,"TAKAGI, HIROHISA",LDP,1,2,落選,45.64,57,2,2,118961,260641,NA,NA,NA,0.45640000000000003,NA,落選,自民党
2017,hokkaido,4,現職,"NAKAMURA, HIROYUKI",LDP,1,2,当選,45.92,56,3,1,104054,226614,NA,NA,NA,0.4592,NA,当選,自民党
2017,hokkaido,4,元職,"HONDA, HIRANAO",CDP,40,2,復活当選,39.99,52,3,2,90619,226614,NA,NA,NA,0.39990000000000003,NA,落選,立憲民主党
2017,hokkaido,4,元職,"TAKAHASHI, MIHO",POH,39,1,落選,14.09,52,3,3,31941,226614,NA,NA,NA,0.1409,NA,落選,希望
2017,hokkaido,5,現職,"WADA, YOSHIAKI",LDP,1,1,当選,49.84,46,3,1,142687,286267,NA,NA,NA,0.4984,NA,当選,自民党
2017,hokkaido,5,新人,"IKEDA, MAKI",CDP,40,0,復活当選,47.49,45,3,2,135948,286267,NA,NA,NA,0.47490000000000004,NA,落選,立憲民主党
2017,hokkaido,5,新人,"MORIYAMA, YOSHINORI",others,7,0,落選,2.67,50,3,3,7632,286267,NA,NA,NA,0.026699999999999998,NA,落選,その他
2017,hokkaido,6,現職,"SASAKI, TAKAHIRO",CDP,40,3,当選,54.49,68,2,1,136312,250163,NA,NA,NA,0.5449,NA,当選,立憲民主党
2017,hokkaido,6,現職,"IMAZU, HIROSHI",LDP,1,7,落選,45.51,71,2,2,113851,250163,NA,NA,NA,0.4551,NA,落選,自民党
2017,hokkaido,7,現職,"ITO, YOSHITAKA",LDP,1,3,当選,66.6,68,2,1,95200,142940,NA,NA,NA,0.6659999999999999,NA,当選,自民党
2017,hokkaido,7,新人,"ISHIKAWA, AKEMI",JCP,2,0,落選,33.4,66,2,2,47740,142940,NA,NA,NA,0.33399999999999996,NA,落選,共産党
2017,hokkaido,8,現職,"OSAKA, SEIJI",independent,99,3,当選,55.4,58,2,1,125771,227014,NA,NA,NA,0.5539999999999999,NA,当選,無所属
2017,hokkaido,8,現職,"MAEDA, KAZUO",LDP,1,2,落選,44.6,51,2,2,101243,227014,NA,NA,NA,0.446,NA,落選,自民党
2017,hokkaido,9,現職,"HORII, MANABU",LDP,1,2,当選,46.75,45,3,1,108747,232610,NA,NA,NA,0.4675,NA,当選,自民党
2017,hokkaido,9,元職,"YAMAOKA, TATSUMARU",POH,39,1,復活当選,37.97,38,3,2,88320,232610,NA,NA,NA,0.3797,NA,落選,希望
2017,hokkaido,9,新人,"MATSUHASHI, CHIHARU",JCP,2,0,落選,15.28,35,3,3,35543,232610,NA,NA,NA,0.1528,NA,落選,共産党
2017,hokkaido,10,現職,"INATSU, HISASHI",CGP,5,3,当選,50.13,59,2,1,96795,193077,NA,NA,NA,0.5013000000000001,NA,当選,公明党
2017,hokkaido,10,新人,"KAMIYA, HIROSHI",CDP,40,0,復活当選,49.87,49,2,2,96282,193077,NA,NA,NA,0.4987,NA,落選,立憲民主党
2017,hokkaido,11,新人,"ISHIKAWA, KAORI",CDP,40,0,当選,54.47,33,2,1,98214,180310,NA,NA,NA,0.5447,NA,当選,立憲民主党
2017,hokkaido,11,現職,"NAKAGAWA, YUKO",LDP,1,2,落選,45.53,58,2,2,82096,180310,NA,NA,NA,0.45530000000000004,NA,落選,自民党
2017,hokkaido,12,現職,"TAKEBE, ARATA",LDP,1,2,当選,54.14,47,3,1,97113,179365,NA,NA,NA,0.5414,NA,当選,自民党
2017,hokkaido,12,新人,"MIZUKAMI, MIKA",POH,39,0,落選,32.57,35,3,2,58422,179365,NA,NA,NA,0.3257,NA,落選,希望
2017,hokkaido,12,新人,"SUGAWARA, MAKOTO",JCP,2,0,落選,13.29,44,3,3,23830,179365,NA,NA,NA,0.1329,NA,落選,共産党
2017,hyogo,1,現職,"MORIYAMA, MASAHITO",LDP,1,3,当選,39.45,63,4,1,71861,182166,NA,NA,NA,0.3945,NA,当選,自民党
2017,hyogo,1,現職,"ISAKA, NOBUHIKO",POH,39,2,落選,32.49,43,4,2,59191,182166,NA,NA,NA,0.3249,NA,落選,希望
2017,hyogo,1,新人,"UMEMURA, SATOSHI",NIK,41,0,落選,16.28,42,4,3,29660,182166,NA,NA,NA,0.1628,NA,落選,維新の会
2017,hyogo,1,新人,"RIKISHIGE, TOMOYUKI",JCP,2,0,落選,11.78,39,4,4,21454,182166,NA,NA,NA,0.11779999999999999,NA,落選,共産党
2017,hyogo,2,現職,"AKABA, KAZUYOSHI",CGP,5,7,当選,52.53,59,3,1,89349,170089,NA,NA,NA,0.5253,NA,当選,公明党
2017,hyogo,2,新人,"FUNAKAWA, JIRO",independent,99,0,落選,24.24,50,3,2,41238,170089,NA,NA,NA,0.24239999999999998,NA,落選,無所属
2017,hyogo,2,新人,"HIRAMATSU, JUNKO",JCP,2,0,落選,23.22,68,3,3,39502,170089,NA,NA,NA,0.2322,NA,落選,共産党
2017,hyogo,3,現職,"SEKI, YOSHIHIRO",LDP,1,3,当選,48,52,4,1,72838,151732,NA,NA,NA,0.48,NA,当選,自民党
2017,hyogo,3,新人,"YOKOHATA, KAZUYUKI",POH,39,0,落選,19.02,45,4,2,28852,151732,NA,NA,NA,0.1902,NA,落選,希望
2017,hyogo,3,新人,"MATSUKI, SHUICHIRO",NIK,41,0,落選,17.32,33,4,3,26280,151732,NA,NA,NA,0.1732,NA,落選,維新の会
2017,hyogo,3,新人,"FUJITANI, KAEKO",JCP,2,0,落選,15.66,65,4,4,23762,151732,NA,NA,NA,0.1566,NA,落選,共産党
2017,hyogo,4,現職,"FUJII, HISAYUKI",LDP,1,2,当選,57.87,46,4,1,120189,207681,NA,NA,NA,0.5787,NA,当選,自民党
2017,hyogo,4,新人,"NOGUCHI, TAKEMITSU",POH,39,0,落選,17.98,43,4,2,37344,207681,NA,NA,NA,0.17980000000000002,NA,落選,希望
2017,hyogo,4,新人,"SATO, YASUKI",independent,99,0,落選,12.82,46,4,3,26635,207681,NA,NA,NA,0.1282,NA,落選,無所属
2017,hyogo,4,新人,"OSUGI, TETSUO",JCP,2,0,落選,11.32,69,4,4,23513,207681,NA,NA,NA,0.11320000000000001,NA,落選,共産党
2017,hyogo,5,現職,"TANI, KOICHI",LDP,1,5,当選,56.89,65,3,1,123360,216833,NA,NA,NA,0.5689,NA,当選,自民党
2017,hyogo,5,元職,"KAJIWARA, YASUHIRO",POH,39,2,落選,31.99,61,3,2,69369,216833,NA,NA,NA,0.31989999999999996,NA,落選,希望
2017,hyogo,5,新人,"NISHINAKA, TAKAO",JCP,2,0,落選,11.12,68,3,3,24104,216833,NA,NA,NA,0.1112,NA,落選,共産党
2017,hyogo,6,現職,"OGUSHI, MASAKI",LDP,1,2,当選,41.75,51,4,1,93622,224236,NA,NA,NA,0.4175,NA,当選,自民党
2017,hyogo,6,新人,"SAKURAI, SHU",CDP,40,0,復活当選,31.16,47,4,2,69878,224236,NA,NA,NA,0.3116,NA,落選,立憲民主党
2017,hyogo,6,元職,"ICHIMURA, KOICHIRO",NIK,41,3,落選,17.12,53,4,3,38398,224236,NA,NA,NA,0.17120000000000002,NA,落選,維新の会
2017,hyogo,6,新人,"IKUMURA, NAOKO",POH,39,0,落選,9.96,37,4,4,22338,224236,NA,NA,NA,0.09960000000000001,NA,落選,希望
2017,hyogo,7,現職,"YAMADA, KENJI",LDP,1,2,当選,44.5,51,4,1,95558,214735,NA,NA,NA,0.445,NA,当選,自民党
2017,hyogo,7,元職,"MIKI, KE",NIK,41,1,落選,19.25,51,4,2,41331,214735,NA,NA,NA,0.1925,NA,落選,維新の会
2017,hyogo,7,元職,"HATANAKA, MITSUNARI",POH,39,1,落選,19.2,45,4,3,41219,214735,NA,NA,NA,0.192,NA,落選,希望
2017,hyogo,7,新人,"UEDA, SACHIKO",JCP,2,0,落選,17.06,69,4,4,36627,214735,NA,NA,NA,0.17059999999999997,NA,落選,共産党
2017,hyogo,8,現職,"NAKANO, HIROMASA",CGP,5,2,当選,63.56,39,2,1,94116,148080,NA,NA,NA,0.6356,NA,当選,公明党
2017,hyogo,8,現職,"HORIUCHI, TERUFUMI",JCP,2,1,落選,36.44,44,2,2,53964,148080,NA,NA,NA,0.3644,NA,落選,共産党
2017,hyogo,9,現職,"NISHIMURA, YASUTOSHI",LDP,1,5,当選,69.55,55,3,1,122026,175460,NA,NA,NA,0.6955,NA,当選,自民党
2017,hyogo,9,新人,"KAWATO, YASUSHI",POH,39,0,落選,17.63,42,3,2,30937,175460,NA,NA,NA,0.17629999999999998,NA,落選,希望
2017,hyogo,9,新人,"KIKUCHI, NORIYUKI",independent,99,0,落選,12.82,61,3,3,22497,175460,NA,NA,NA,0.1282,NA,落選,無所属
2017,hyogo,10,現職,"TOKAI, KISABURO",LDP,1,8,当選,59.94,69,3,1,94205,157162,NA,NA,NA,0.5993999999999999,NA,当選,自民党
2017,hyogo,10,新人,"TSUGE, ATSUHITO",POH,39,0,落選,24.22,45,3,2,38072,157162,NA,NA,NA,0.2422,NA,落選,希望
2017,hyogo,10,新人,"KANEDA, MINEO",JCP,2,0,落選,15.83,52,3,3,24885,157162,NA,NA,NA,0.1583,NA,落選,共産党
2017,hyogo,11,現職,"MATSUMOTO, TAKEAKI",LDP,1,6,当選,65.29,58,3,1,109381,167519,NA,NA,NA,0.6529,NA,当選,自民党
2017,hyogo,11,元職,"NAGAYASU, TAKASHI",POH,39,3,落選,22.55,49,3,2,37783,167519,NA,NA,NA,0.2255,NA,落選,希望
2017,hyogo,11,新人,"INAMURA, SATORU",JCP,2,0,落選,12.15,57,3,3,20355,167519,NA,NA,NA,0.1215,NA,落選,共産党
2017,hyogo,12,現職,"YAMAGUCHI, TSUYOSHI",LDP,1,5,当選,62.8,63,3,1,98166,156310,NA,NA,NA,0.628,NA,当選,自民党
2017,hyogo,12,新人,"IKEHATA, KOTARO",POH,39,0,落選,24.56,43,3,2,38388,156310,NA,NA,NA,0.24559999999999998,NA,落選,希望
2017,hyogo,12,新人,"HORI, YUZURU",JCP,2,0,落選,12.64,67,3,3,19756,156310,NA,NA,NA,0.1264,NA,落選,共産党
2017,ibaraki,1,現職,"TADOKORO, YOSHINORI",LDP,1,2,当選,48.43,63,4,1,100875,208308,NA,NA,NA,0.4843,NA,当選,自民党
2017,ibaraki,1,現職,"FUKUSHIMA, NOBUYUKI",POH,39,2,落選,39.77,47,4,2,82835,208308,NA,NA,NA,0.39770000000000005,NA,落選,希望
2017,ibaraki,1,新人,"OUCHI, KUMIKO",JCP,2,0,落選,10.58,68,4,3,22034,208308,NA,NA,NA,0.1058,NA,落選,共産党
2017,ibaraki,1,新人,"KAWABE, KENICHI",others,7,0,落選,1.23,30,4,4,2564,208308,NA,NA,NA,0.0123,NA,落選,その他
2017,ibaraki,2,現職,"NUKAGA, FUKUSHIRO",LDP,1,11,当選,59.21,73,3,1,104183,175956,NA,NA,NA,0.5921,NA,当選,自民党
2017,ibaraki,2,元職,"ISHIZU, MASAO",POH,39,1,落選,32.45,70,3,2,57098,175956,NA,NA,NA,0.3245,NA,落選,希望
2017,ibaraki,2,新人,"HOSHINO, FUMIO",JCP,2,0,落選,8.34,69,3,3,14675,175956,NA,NA,NA,0.0834,NA,落選,共産党
2017,ibaraki,3,現職,"HANASHI, YASUHIRO",LDP,1,4,当選,57.04,58,3,1,113068,198240,NA,NA,NA,0.5704,NA,当選,自民党
2017,ibaraki,3,新人,"HIGUCHI, MAI",POH,39,0,落選,25.76,44,3,2,51060,198240,NA,NA,NA,0.2576,NA,落選,希望
2017,ibaraki,3,新人,"HAYASHI, MIYAKO",JCP,2,0,落選,17.21,67,3,3,34112,198240,NA,NA,NA,0.1721,NA,落選,共産党
2017,ibaraki,4,現職,"KAJIYAMA, HIROSHI",LDP,1,6,当選,69.95,62,3,1,97966,140061,NA,NA,NA,0.6995,NA,当選,自民党
2017,ibaraki,4,元職,"OKUMA, TOSHIAKI",POH,39,1,落選,21.1,54,3,2,29547,140061,NA,NA,NA,0.21100000000000002,NA,落選,希望
2017,ibaraki,4,新人,"HORIE, KAKUJI",JCP,2,0,落選,8.96,75,3,3,12548,140061,NA,NA,NA,0.08960000000000001,NA,落選,共産党
2017,ibaraki,5,現職,"ISHIKAWA, AKIMASA",LDP,1,2,当選,48.17,45,3,1,61450,127575,NA,NA,NA,0.4817,NA,当選,自民党
2017,ibaraki,5,新人,"ASANO, SATOSHI",POH,39,0,復活当選,43.97,35,3,2,56098,127575,NA,NA,NA,0.4397,NA,落選,希望
2017,ibaraki,5,新人,"KAWASAKI, ATSUKO",JCP,2,0,落選,7.86,64,3,3,10027,127575,NA,NA,NA,0.0786,NA,落選,共産党
2017,ibaraki,6,新人,"KUNIMITSU, AYANO",LDP,1,0,当選,45.89,38,3,1,102820,224034,NA,NA,NA,0.45890000000000003,NA,当選,自民党
2017,ibaraki,6,新人,"AOYAMA, YAMATO",POH,39,0,復活当選,43.29,38,3,2,96987,224034,NA,NA,NA,0.4329,NA,落選,希望
2017,ibaraki,6,新人,"FURUSAWA, YOSHIYUKI",JCP,2,0,落選,10.81,71,3,3,24227,224034,NA,NA,NA,0.1081,NA,落選,共産党
2017,ibaraki,7,現職,"NAKAMURA, KISHIRO",independent,99,13,当選,48.99,68,3,1,77719,158644,NA,NA,NA,0.4899,NA,当選,無所属
2017,ibaraki,7,現職,"NAGAOKA, KEIKO",LDP,1,4,復活当選,39.47,63,3,2,62617,158644,NA,NA,NA,0.3947,NA,落選,自民党
