year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,party
2012,saitama,12,1,"HONDA, HIRANAO",,3,2,0,17.7,48,6,3,36500,"373,491",57.0,8331860,DPJ
2012,saitama,12,0,"NAGANUMA, HIROYUKI",,14,0,0,17.2,44,6,4,35500,"373,491",57.0,3355849,your
2012,saitama,12,0,"ONO, TATSUO",,2,0,0,5.1,59,6,5,10470,"373,491",57.0,729815,JCP
2012,saitama,12,0,"KAWASHIMA, RYOKICHI",,99,0,0,1.1,94,6,6,2169,"373,491",57.0,258903,independent
2012,saitama,13,2,"TSUCHIYA, SHINAKO",,1,5,1,38.9,60,5,1,77623,"362,488",56.8,6702419,LDP
2012,saitama,13,1,"MORIOKA, YOICHIRO",,3,1,0,22.6,37,5,2,45019,"362,488",56.8,4948248,DPJ
2012,saitama,13,0,"NAKAMURA, TADASAHI",,11,0,0,16.5,35,5,3,32986,"362,488",56.8,3976756,NIK
2012,saitama,13,0,"KITAZUMI, YOSHIYUKI",,14,0,0,13.5,49,5,4,26934,"362,488",56.8,3709975,your
2012,saitama,13,0,"MAMIKI, TOSHIE",,2,0,0,8.5,52,5,5,16881,"362,488",56.8,695658,JCP
2012,saitama,14,0,"MITSUBAYASHI, HIROMI",,1,1,1,37.9,57,5,1,84263,"419,574",54.9,7452111,LDP
2012,saitama,14,0,"SUGUKI, YOSHIHIRO",,11,1,2,32.4,50,5,2,71949,"419,574",54.9,10792747,NIK
2012,saitama,14,1,"NAKANO, YUZURU",,3,2,0,19.2,45,5,3,42655,"419,574",54.9,1659648,DPJ
2012,saitama,14,0,"INAMURA, MITSUO",,2,0,0,9.1,56,5,4,20190,"419,574",54.9,685971,JCP
2012,saitama,14,0,"OTSUKA, KATSUO",,99,0,0,1.4,65,5,5,3161,"419,574",54.9,612907,independent
2012,saitama,15,2,"TANAKA, YOSHIO",,1,2,1,42.7,49,5,1,88210,"371,932",57.2,11415922,LDP
2012,saitama,15,1,"TAKAYAMA, SATOSHI",,3,3,0,23.8,42,5,2,49147,"371,932",57.2,4217224,DPJ
2012,saitama,15,0,"SAITO, YASUHIRO",,14,0,0,17.3,43,5,3,35750,"371,932",57.2,4255546,your
2012,saitama,15,0,"ODAKA, MAYUMI",,12,0,0,8.4,48,5,4,17460,"371,932",57.2,1280855,mirai
2012,saitama,15,0,"KOKUBO, TAKESHI",,2,0,0,7.8,37,5,5,16168,"371,932",57.2,.,JCP
2012,shiga,1,0,"OOKA, TOSHITAKA",,1,1,1,34.9,40,5,1,67259,"314,309",62.7,5771600,LDP
2012,shiga,1,1,"KAWABATA, TATSUO",,3,9,0,31.6,67,5,2,60921,"314,309",62.7,12714648,DPJ
2012,shiga,1,0,"OKUMURA, TOSHIKI",,11,0,0,22.3,49,5,3,43003,"314,309",62.7,5322443,NIK
2012,shiga,1,0,"FUSHIGI, MICHIYO",,2,0,0,10.2,54,5,4,19643,"314,309",62.7,3975733,JCP
2012,shiga,1,0,"NISHIDA, YUKIMITSU",,99,0,0,1.1,55,5,5,2048,"314,309",62.7,.,independent
2012,shiga,2,2,"UENO, KENICHIRO",,1,2,1,43.3,47,4,1,67182,"263,307",60.1,9114435,LDP
2012,shiga,2,1,"TAJIMA, KAZUNARI",,3,3,0,31.5,50,4,2,48924,"263,307",60.1,11196702,DPJ
2012,shiga,2,0,"SEICHI, YOSHIYUKI",,14,0,0,17.4,52,4,3,26978,"263,307",60.1,6179182,your
2012,shiga,2,0,"NAKAGAWA, MUTSUKO",,2,0,0,7.8,54,4,4,12084,"263,307",60.1,374636,JCP
2012,shiga,3,0,"TAKEMURA, NORIHIDE",,1,1,1,37.7,40,4,1,57828,"248,563",62.7,12401758,LDP
2012,shiga,3,1,"MIKAZUKI, DAIZO",,3,4,2,34.8,41,4,2,53257,"248,563",62.7,10226834,DPJ
2012,shiga,3,0,"KUBOTA, GYO",,11,0,0,21.1,44,4,3,32281,"248,563",62.7,5083681,NIK
2012,shiga,3,0,"NISHIKAWA, JIN",,2,0,0,6.4,65,4,4,9828,"248,563",62.7,1269527,JCP
2012,shiga,4,0,"MUTO, TAKAYA",,1,1,1,32.8,33,5,1,57049,"289,130",61.5,7151430,LDP
2012,shiga,4,0,"IWANAGA, HIROKI",,11,1,2,27.4,39,5,2,47715,"289,130",61.5,4588844,NIK
2012,shiga,4,1,"OKUMURA, TENZO",,3,3,0,25.4,68,5,3,44231,"289,130",61.5,8111036,DPJ
2012,shiga,4,0,"NISHIZAWA, KOICHI",,2,0,0,7.3,34,5,4,12674,"289,130",61.5,695825,JCP
2012,shiga,4,2,"KONISHI, OSAMU",,99,2,0,7.1,54,5,5,12308,"289,130",61.5,3545901,independent
2012,shimane,1,1,"HODODA, HIROYUKI",,1,8,1,64.7,68,3,1,112605,"278,225",64.3,7307708,LDP
2012,shimane,1,1,"KOMURO, TOSHIAKI",,3,1,0,27.2,52,3,2,47343,"278,225",64.3,5785972,DPJ
2012,shimane,1,0,"YOSHIGI, KEIKO",,2,0,0,8.1,61,3,3,14173,"278,225",64.3,918320,JCP
2012,shimane,2,1,"TAKESHITA, WATARU",,1,5,1,67.7,66,3,1,135270,"307,126",67.0,6945467,LDP
2012,shimane,2,0,"ISHIDA, SHOGO",,3,0,0,24.1,32,3,2,48046,"307,126",67.0,7354686,DPJ
2012,shimane,2,0,"MUKAISE, SHINICHI",,2,0,0,8.2,41,3,3,16442,"307,126",67.0,833297,JCP
2012,shizuoka,1,2,"KAMIKAWA, YOKO",,1,4,1,36.2,59,5,1,81278,"384,803",59.8,12483954,LDP
2012,shizuoka,1,1,"MAKINO, SEISHU",,3,4,0,23.9,67,5,2,53773,"384,803",59.8,5596756,DPJ
2012,shizuoka,1,0,"OZAKI, TAKESHI",,11,0,0,18.5,36,5,3,41479,"384,803",59.8,2946961,NIK
2012,shizuoka,1,0,"KOIKE, MASANARI",,14,1,2,15.3,38,5,4,34457,"384,803",59.8,5385294,your
2012,shizuoka,1,0,"KAWASE, SACHIYO",,2,0,0,6.1,61,5,5,13646,"384,803",59.8,738581,JCP
2012,shizuoka,2,0,"IBAYASHI, TATSUNORI",,1,1,1,43.9,36,4,1,108510,"395,390",64.1,5124981,LDP
2012,shizuoka,2,1,"TSUGWA, SHOGO",,3,3,0,31.3,40,4,2,77426,"395,390",64.1,5266168,DPJ
2012,shizuoka,2,0,"MOROTA, HIROYUKI",,11,0,0,19.4,46,4,3,47877,"395,390",64.1,4337021,NIK
2012,shizuoka,2,0,"YOTSUYA, MEGUMI",,2,0,0,5.5,60,4,4,13588,"395,390",64.1,317268,JCP
2012,shizuoka,3,0,"MIYAZAWA, HIROYUKI",,1,1,1,40.3,37,4,1,94477,"372,305",64.8,4862517,LDP
2012,shizuoka,3,0,"SUZUKI, NOZOMU",,11,1,2,27.3,63,4,2,63931,"372,305",64.8,3678605,NIK
2012,shizuoka,3,1,"KOYAMA, NOBUHIRO",,3,1,0,26.5,36,4,3,62259,"372,305",64.8,7078908,DPJ
2012,shizuoka,3,0,"OKAMURA, TETSUSHI",,2,0,0,5.9,62,4,4,13870,"372,305",64.8,335850,JCP
2012,shizuoka,4,1,"MOCHIZUKI, YOSHIO",,1,5,1,53.1,65,4,1,101048,"327,407",59.9,7991110,LDP
2012,shizuoka,4,1,"TAMURA, KENJI",,3,3,0,32.1,44,4,2,60989,"327,407",59.9,4528517,DPJ
2012,shizuoka,4,1,"KOBYASHI, MASAE",,12,1,0,8.4,41,4,3,16043,"327,407",59.9,6683673,mirai
2012,shizuoka,4,0,FUJINAMI YOSHIHIRO,,2,0,0,6.4,65,4,4,12087,"327,407",59.9,665259,JCP
2012,shizuoka,5,1,"HOSONO, GOSHI",,3,5,1,59.0,41,4,1,156887,"457,412",60.1,3486965,DPJ
2012,shizuoka,5,0,"YOSHIKAWA, TAKERU",,1,0,2,31.9,30,4,2,84800,"457,412",60.1,8231247,LDP
2012,shizuoka,5,0,"OBA, MOMOKO",,2,0,0,5.8,56,4,3,15526,"457,412",60.1,892468,JCP
2012,shizuoka,5,0,"ISHIGE, HISAO",,99,0,0,3.3,58,4,4,8802,"457,412",60.1,1265158,independent
2012,shizuoka,6,1,"WATANABE, SHU",,3,6,1,45.6,51,4,1,116084,"443,795",59.2,8731006,DPJ
2012,shizuoka,6,0,"KATSUMATA, TAKAAKI",,1,1,2,40.8,36,4,2,103967,"443,795",59.2,9056227,LDP
2012,shizuoka,6,0,"HIYOSHI, YUTA",,12,0,0,7.9,44,4,3,20169,"443,795",59.2,1643309,mirai
2012,shizuoka,6,0,"IGUCHI, MASAHIKO",,2,0,0,5.7,58,4,4,14423,"443,795",59.2,533910,JCP
2012,shizuoka,7,1,"KIUCHI, MINORU",,1,3,1,59.6,47,5,1,125315,"327,416",65.4,6120065,LDP
2012,shizuoka,7,1,"SAIKI, TAKESHI",,3,1,0,19.2,38,5,2,40452,"327,416",65.4,4724386,DPJ
2012,shizuoka,7,0,"KAWAI, JUNICHI",,14,0,0,14.3,37,5,3,29966,"327,416",65.4,6991037,your
2012,shizuoka,7,0,"OCHIAI, SHOJI",,2,0,0,3.5,68,5,4,7413,"327,416",65.4,794990,JCP
2012,shizuoka,7,0,"NOZUE, SHUJI",,12,0,0,3.4,57,5,5,7105,"327,416",65.4,322750,mirai
2012,shizuoka,8,1,"SHIONOYA, RYU",,1,7,1,44.4,62,5,1,97125,"359,948",61.8,10499755,LDP
2012,shizuoka,8,0,"GEMBA, KENTARO",,11,0,0,26.9,39,5,2,58928,"359,948",61.8,4888970,NIK
2012,shizuoka,8,1,"SAITO, SUSUMU",,3,1,0,17.6,42,5,3,38546,"359,948",61.8,5349554,DPJ
2012,shizuoka,8,2,"HIRAGA, TAKASHIGE",,2,1,0,6.1,58,5,4,13297,"359,948",61.8,810450,JCP
2012,shizuoka,8,0,"OTA, MASAHIRA",,12,0,0,4.9,26,5,5,10812,"359,948",61.8,1199374,mirai
2012,tochigi,1,2,"FUNADA, HAJIME",,1,9,1,46.6,59,4,1,100133,"417,910",53.0,13159503,LDP
2012,tochigi,1,1,"ISHIMORI, HISATSUGU",,3,1,0,26.1,50,4,2,56143,"417,910",53.0,8293077,DPJ
2012,tochigi,1,0,"ARAKI, DAIKI",,14,0,0,23.6,41,4,3,50771,"417,910",53.0,5095432,your
2012,tochigi,1,0,"TABE, AKIO",,2,0,0,3.6,57,4,4,7687,"417,910",53.0,876458,JCP
2012,tochigi,2,0,"NISHIKAWA, KOYA",,1,5,1,38.6,69,4,1,55853,"270,510",54.9,6011435,LDP
2012,tochigi,2,1,"FUKUDA, AKIO",,3,2,2,32.0,64,4,2,46271,"270,510",54.9,13524213,DPJ
2012,tochigi,2,0,"KASHIKURA, YUJI",,14,1,2,26.3,43,4,3,38086,"270,510",54.9,7163333,your
2012,tochigi,2,0,"FUJII, YUTAKA",,2,0,0,3.0,64,4,4,4348,"270,510",54.9,807154,JCP
2012,tochigi,3,1,"WATANABE, YOSHIMI",,14,6,1,60.3,60,3,1,84023,"246,508",58.1,9636392,your
2012,tochigi,3,0,"YANA, KAZUO",,1,1,2,35.1,33,3,2,48912,"246,508",58.1,8004126,LDP
2012,tochigi,3,0,"AKIYAMA, SACHIKO",,2,0,0,4.7,61,3,3,6509,"246,508",58.1,895355,JCP
2012,tochigi,4,1,"SATO, TSUTOMU",,1,6,1,51.1,60,5,1,109762,"399,474",55.1,10234973,LDP
2012,tochigi,4,0,"FUJIOKA, TAKAO",,14,0,0,22.8,35,5,2,49021,"399,474",55.1,4762438,your
2012,tochigi,4,1,"YAMAOKA, KENJI",,12,5,0,12.3,69,5,3,26310,"399,474",55.1,3449583,mirai
2012,tochigi,4,1,"KUDO, HITOMI",,3,1,0,10.5,57,5,4,22546,"399,474",55.1,6448052,DPJ
2012,tochigi,4,0,"SAOTOME, TOSHITSUGU",,2,0,0,3.3,65,5,5,7053,"399,474",55.1,1627911,JCP
2012,tochigi,5,1,"MOTEGI, TOSHIMITSU",,1,7,1,67.3,57,3,1,101533,"292,302",53.5,18669798,LDP
2012,tochigi,5,1,"TOMIOKA, YOSHITADA",,14,1,0,25.6,46,3,2,38626,"292,302",53.5,7241131,your
2012,tochigi,5,0,"KAWAKAMI, HITOSHI",,2,0,0,7.1,56,3,3,10696,"292,302",53.5,1257163,JCP
2012,tokushima,1,0,"FUKUMOTO, MAMORU",,1,0,1,53.2,59,3,1,59231,"213,999",53.9,6104519,LDP
2012,tokushima,1,1,"SENGOKU, YOSHITO",,3,7,0,35.4,66,3,2,39402,"213,999",53.9,10444378,DPJ
2012,tokushima,1,0,"FURUTA, MOTONORI",,2,0,0,11.4,64,3,3,12724,"213,999",53.9,2252272,JCP
2012,tokushima,2,1,"YAMAGUCHI, TOSHIKAZU",,1,8,1,55.7,62,3,1,68526,"224,074",56.7,6257987,LDP
2012,tokushima,2,1,"TAKAI, MIHO",,3,3,0,36.6,41,3,2,44959,"224,074",56.7,8722394,DPJ
2012,tokushima,2,0,"TEZUKA, HIROSHI",,2,0,0,7.7,51,3,3,9449,"224,074",56.7,1504990,JCP
2012,tokushima,3,1,"GOTODA, MASAZUMI",,1,5,1,53.8,43,4,1,70197,"213,160",63.0,6934784,LDP
2012,tokushima,3,1,"NIKI, HIROFUMI",,3,1,0,38.9,46,4,2,50803,"213,160",63.0,6055108,DPJ
2012,tokushima,3,0,"TANIUCHI, TOMOKAZU",,2,0,0,4.7,32,4,3,6191,"213,160",63.0,1491787,JCP
2012,tokushima,3,0,"KOMATSU, YUKA",,7,0,0,2.6,30,4,4,3395,"213,160",63.0,3277339,kofuku
2012,tokyo,1,0,"YAMADA, MIKI",,1,1,1,29.3,38,9,1,82013,"477,631",61.2,11889400,LDP
2012,tokyo,1,1,"KAIEDA, BANRI",,3,6,2,28.9,63,9,2,80879,"477,631",61.2,7198814,DPJ
2012,tokyo,1,0,"KATO, YOSHITAKA",,11,0,0,17.2,38,9,3,48083,"477,631",61.2,4502939,NIK
2012,tokyo,1,0,"KOSAI, TARO",,14,0,0,11.3,42,9,4,31554,"477,631",61.2,2756026,your
2012,tokyo,1,0,"TOMITA, NAOKI",,2,0,0,6.7,36,9,5,18763,"477,631",61.2,2862020,JCP
2012,tokyo,1,0,"NOZAWA, TETSUO",,12,0,0,5.3,46,9,6,14875,"477,631",61.2,210000,mirai
2012,tokyo,1,0,"ITO, KIBO",,7,0,0,0.7,28,9,7,1999,"477,631",61.2,2732372,kofuku
2012,tokyo,1,0,"MATAYOSHI, MITSUO",,100,0,0,0.4,68,9,8,1011,"477,631",61.2,349503,others
2012,tokyo,1,0,"KAMEYAMA, NORIAKI",,99,0,0,0.2,49,9,9,614,"477,631",61.2,4566,independent
2012,tokyo,2,0,"TSUJI, KIYOTO",,1,1,1,32.4,33,6,1,84663,"423,177",65.0,9418550,LDP
2012,tokyo,2,1,"NAKAYAMA, YOSHIKATSU",,3,4,0,24.7,67,6,2,64676,"423,177",65.0,6236327,DPJ
2012,tokyo,2,0,"OKUMA, TOSHIAKI",,14,1,2,18.6,49,6,3,48704,"423,177",65.0,5005462,your
2012,tokyo,2,2,"MATSUMOTO, KAZUMI",,11,1,0,14.7,47,6,4,38564,"423,177",65.0,3578408,NIK
2012,tokyo,2,0,"KUWANA, FUMIHIKO",,2,0,0,8.8,42,6,5,23035,"423,177",65.0,1857920,JCP
2012,tokyo,2,0,"INOUE, MASAHIRO",,99,0,0,0.8,57,6,6,2045,"423,177",65.0,535,independent
2012,tokyo,3,2,"ISHIHARA, HIROTAKA",,1,1,1,42.0,48,4,1,122314,"480,107",63.6,10157322,LDP
2012,tokyo,3,1,"MATSUBARA, JIN",,3,5,2,41.3,56,4,2,120298,"480,107",63.6,5667232,DPJ
2012,tokyo,3,0,"IKETA, TSUNEHISA",,12,0,0,8.8,47,4,3,25773,"480,107",63.6,2744430,mirai
2012,tokyo,3,0,"KOUSAI, KATSUSUKE",,2,0,0,7.9,36,4,4,23167,"480,107",63.6,203728,JCP
2012,tokyo,4,1,"TAIRA, MASAAKI",,1,3,1,39.4,45,6,1,96810,"427,018",60.0,7810251,LDP
2012,tokyo,4,0,"INUFUSHI, SHUICHI",,11,0,0,18.3,56,6,2,44999,"427,018",60.0,3488108,NIK
2012,tokyo,4,1,"FUJITA, NORIHIKO",,3,1,0,17.3,39,6,3,42424,"427,018",60.0,3993998,DPJ
2012,tokyo,4,0,"HIROSE, MASASHI",,14,0,0,14.2,55,6,4,34902,"427,018",60.0,3842691,your
2012,tokyo,4,0,"YAMAMOTO, JUNPEI",,2,0,0,9.8,38,6,5,24167,"427,018",60.0,3169612,JCP
2012,tokyo,4,0,"SANO, HIDEMITSU",,100,0,0,1.1,42,6,6,2603,"427,018",60.0,1119212,others
2012,tokyo,5,2,"WAKAMIYA, KENJI",,1,2,1,30.5,51,7,1,85408,"456,028",63.3,10802086,LDP
2012,tokyo,5,1,"TEZUKA, YOSHIO",,3,3,0,23.5,46,7,2,65778,"456,028",63.3,4221804,DPJ
2012,tokyo,5,0,"MITANI, HIDEHIRO",,14,1,2,16.7,36,7,3,46629,"456,028",63.3,8302728,your
2012,tokyo,5,0,"WATANABE, TORU",,11,0,0,16.3,34,7,4,45518,"456,028",63.3,7120579,NIK
2012,tokyo,5,0,"MARUOKA, YASUKO",,12,0,0,7.0,44,7,5,19462,"456,028",63.3,1415767,mirai
2012,tokyo,5,0,"MIURA, IWAO",,2,0,0,5.6,63,7,6,15796,"456,028",63.3,2006317,JCP
2012,tokyo,5,0,"SOGA, SHUSAKU",,7,0,0,0.4,33,7,7,1089,"456,028",63.3,3754867,kofuku
2012,tokyo,6,2,"OCHI, TAKAO",,1,2,1,32.9,48,5,1,98112,"484,860",63.3,6765020,LDP
2012,tokyo,6,1,"KOMIYAMA, YOKO",,3,4,0,23.5,64,5,2,70126,"484,860",63.3,4782779,DPJ
2012,tokyo,6,0,"HANADA, TOMONORI",,11,0,0,17.7,46,5,3,52734,"484,860",63.3,6249179,NIK
2012,tokyo,6,0,"OCHIAI, TAKAYUKI",,14,0,0,17.6,33,5,4,52325,"484,860",63.3,3129450,your
2012,tokyo,6,0,"SATO, NAOKI",,2,0,0,8.3,33,5,5,24725,"484,860",63.3,1946733,JCP
2012,tokyo,7,1,"NAGATSUMA, AKIRA",,3,5,1,38.2,52,6,1,100872,"443,996",61.1,4554598,DPJ
2012,tokyo,7,2,"MATSUMOTO, FUMIAKI",,1,2,2,30.0,63,6,2,79048,"443,996",61.1,7064198,LDP
2012,tokyo,7,0,"YOSHIDA, KOICHIRO",,11,0,0,17.3,45,6,3,45556,"443,996",61.1,2712936,NIK
2012,tokyo,7,0,"OTA, SENKYO",,2,0,0,7.4,36,6,4,19495,"443,996",61.1,2425482,JCP
2012,tokyo,7,0,"OKAMOTO, KOZO",,12,0,0,6.6,52,6,5,17437,"443,996",61.1,4100582,mirai
2012,tokyo,7,0,"NISHINO, SADAKICHI",,99,0,0,0.5,76,6,6,1315,"443,996",61.1,235780,independent
2012,tokyo,8,1,"ISHIHARA, NOBUTERU",,1,7,1,46.9,55,4,1,132521,"459,547",63.9,10875674,LDP
2012,tokyo,8,0,"YAMAMOTO, TARO",,99,0,0,25.2,38,4,2,71028,"459,547",63.9,8311164,independent
2012,tokyo,8,0,"MADOKA, YORIKO",,3,0,0,19.4,65,4,3,54881,"459,547",63.9,12388580,DPJ
2012,tokyo,8,0,"JOHO, MASATAKE",,2,0,0,8.5,28,4,4,23961,"459,547",63.9,2001179,JCP
2012,tokyo,9,1,"SUGAWARA, ISSHU",,1,4,1,53.5,50,4,1,145013,"448,660",63.5,14801950,LDP
2012,tokyo,9,1,"KIUCHI, TAKATANE",,12,1,0,20.6,46,4,2,55736,"448,660",63.5,7088648,mirai
2012,tokyo,9,0,"FUKUMURA, TAKASHI",,3,0,0,16.7,49,4,3,45386,"448,660",63.5,7289947,DPJ
2012,tokyo,9,0,"SAKAJIRI, MAYUKI",,2,0,0,9.2,41,4,4,24976,"448,660",63.5,3360829,JCP
2012,tokyo,10,1,"KOIKE, YURIKO",,1,7,1,53.7,60,4,1,108983,"350,217",61.3,8979349,LDP
2012,tokyo,10,1,"EBATA, TAKAKO",,3,1,0,23.4,52,4,2,47493,"350,217",61.3,6234309,DPJ
2012,tokyo,10,0,"TAKAGA, RYO",,12,0,0,12.0,44,4,3,24414,"350,217",61.3,3753136,mirai
2012,tokyo,10,0,"KON, HIDEKO",,2,0,0,10.9,64,4,4,22044,"350,217",61.3,3384859,JCP
2012,tokyo,11,1,"SHIMOMURA, HAKUBUN",,1,6,1,45.5,58,5,1,116521,"442,124",60.2,7444839,LDP
2012,tokyo,11,0,"INO, TAKASHI",,11,0,0,19.3,47,5,2,49334,"442,124",60.2,2855751,NIK
2012,tokyo,11,0,"OTA, JUNKO",,3,0,0,14.1,45,5,3,36144,"442,124",60.2,8145674,DPJ
2012,tokyo,11,0,"SUDO, TAKEMI",,2,0,0,10.8,58,5,4,27726,"442,124",60.2,3868458,JCP
2012,tokyo,11,0,"HASHIMOTO, KUMI",,12,0,0,10.3,43,5,5,26469,"442,124",60.2,3001706,mirai
2012,tokyo,12,2,"OTA, AKIHIRO",,5,6,1,51.4,67,4,1,114052,"394,907",63.0,7351887,CGP
2012,tokyo,12,1,"AOKI, AI",,12,2,2,25.4,47,4,2,56432,"394,907",63.0,6092690,mirai
2012,tokyo,12,0,"IKEUCHI, SAORI",,2,0,0,18.9,30,4,3,41934,"394,907",63.0,2064339,JCP
2012,tokyo,12,0,"HATTORI, SEIKI",,7,0,0,4.2,34,4,4,9359,"394,907",63.0,1772689,kofuku
2012,tokyo,13,1,"KAMOSHITA, ICHIRO",,1,7,1,50.3,63,5,1,115797,"418,668",57.3,10159346,LDP
2012,tokyo,13,1,"KAWAGUCHI, HIROSHIB",,11,1,0,20.4,57,5,2,46947,"418,668",57.3,5675825,NIK
2012,tokyo,13,0,"FUJIO, NAOKI",,3,0,0,11.5,33,5,3,26438,"418,668",57.3,5423771,DPJ
2012,tokyo,13,0,"SOBUE, MOTOKI",,2,0,0,10.0,37,5,4,23091,"418,668",57.3,3279335,JCP
2012,tokyo,13,0,"HONDA, MASAKI",,12,0,0,7.8,40,5,5,17906,"418,668",57.3,1800362,mirai
2012,tokyo,14,2,"MATSUSHIMA, MIDORI",,1,4,1,42.5,56,7,1,90608,"369,077",60.4,5764443,LDP
2012,tokyo,14,0,"NOGUCHI, TOSHU",,11,0,0,18.9,50,7,2,40312,"369,077",60.4,3781700,NIK
2012,tokyo,14,1,"KIMURA, TAKESHI",,12,1,0,16.6,41,7,3,35334,"369,077",60.4,4232412,mirai
2012,tokyo,14,0,"INUZUKA, NAOSHI",,3,0,0,11.4,58,7,4,24277,"369,077",60.4,7072653,DPJ
2012,tokyo,14,0,"ABE, KAZUYUKI",,2,0,0,9.5,41,7,5,20298,"369,077",60.4,3397684,JCP
2012,tokyo,14,0,"FUJITA, NAOKI",,99,0,0,0.8,50,7,6,1677,"369,077",60.4,5400,independent
2012,tokyo,14,0,"SHIBUYA, KATSUYOSHI",,99,0,0,0.3,65,7,7,608,"369,077",60.4,233100,independent
2012,tokyo,15,1,"KAKIZAWA, MITO",,14,2,1,36.9,41,5,1,88222,"386,411",64.1,6398565,your
2012,tokyo,15,0,"AKIMOTO, TSUKASA",,1,0,2,31.0,41,5,2,74159,"386,411",64.1,13443417,LDP
2012,tokyo,15,1,"TANAKA, MIEKO",,3,1,0,12.3,37,5,3,29355,"386,411",64.1,5721935,DPJ
2012,tokyo,15,1,"AZUMA, SHOZO",,12,4,0,11.9,61,5,4,28518,"386,411",64.1,7569470,mirai
2012,tokyo,15,0,"YOSHIDA, TOSHIO",,2,0,0,7.8,64,5,5,18667,"386,411",64.1,3594317,JCP
2012,tokyo,16,0,"ONISHI, HIDEO",,1,1,1,38.0,66,6,1,95222,"452,248",57.5,8295380,LDP
2012,tokyo,16,1,"NAKATSUGAWA, HIROSATO",,11,2,0,18.6,63,6,2,46537,"452,248",57.5,3954696,NIK
2012,tokyo,16,0,"UEDA, REIKO",,14,0,0,17.2,47,6,3,43179,"452,248",57.5,2675923,your
2012,tokyo,16,1,"HATSHUSHIKA, AKIHIRO",,12,1,0,11.0,43,6,4,27525,"452,248",57.5,4633626,mirai
2012,tokyo,16,0,"KONNO, KATSUYOSHI",,3,0,0,9.1,40,6,5,22741,"452,248",57.5,3255536,DPJ
2012,tokyo,16,0,"SHIMANAGA, KAYOKO",,2,0,0,6.0,63,6,6,15145,"452,248",57.5,3127137,JCP
2012,tokyo,17,1,"HIRASAWA, KATSUEI",,1,6,1,55.1,67,4,1,131471,"439,362",58.9,8818609,LDP
2012,tokyo,17,0,"KOBYASHI, HITOSHI",,11,0,0,19.0,39,4,2,45285,"439,362",58.9,2974283,NIK
2012,tokyo,17,1,"HAYAKAWA, KUMIKO",,3,1,0,15.8,41,4,3,37592,"439,362",58.9,4436650,DPJ
2012,tokyo,17,0,"ARAI, SUGIO",,2,0,0,10.1,53,4,4,24181,"439,362",58.9,3536982,JCP
2012,tokyo,18,2,"TSUCHIYA, MASATADA",,1,2,1,32.2,70,6,1,84078,"415,060",65.0,5781081,LDP
2012,tokyo,18,1,"KAN, NAOTO",,3,11,2,28.3,66,6,2,73942,"415,060",65.0,7052581,DPJ
2012,tokyo,18,1,"YOKOKUME, KATSUHITO",,99,1,0,17.2,31,6,3,44828,"415,060",65.0,4274214,independent
2012,tokyo,18,0,"IGARASHI, KATSUYA",,11,0,0,11.0,45,6,4,28837,"415,060",65.0,6793523,NIK
2012,tokyo,18,0,"SUGIMURA, YASUYUKI",,12,0,0,6.1,43,6,5,15873,"415,060",65.0,2220061,mirai
2012,tokyo,18,0,"YAHAGI, TAKAYOSHI",,2,0,0,5.1,51,6,6,13419,"415,060",65.0,1093839,JCP
2012,tokyo,19,2,"MTSUMOTO, YOHEI",,1,2,1,34.4,39,5,1,101362,"466,796",65.2,7908677,LDP
2012,tokyo,19,1,"SUEMATSU, YOSHINORI",,3,5,0,27.6,56,5,2,81490,"466,796",65.2,5010912,DPJ
2012,tokyo,19,2,"YAMADA, HIROSHI",,11,2,2,22.0,54,5,3,64857,"466,796",65.2,5902203,NIK
2012,tokyo,19,0,"IDESHIGE, MITSUKO",,2,0,0,8.4,48,5,4,24660,"466,796",65.2,1344245,JCP
2012,tokyo,19,1,"WATANABE, KOICHIRO",,12,2,0,7.6,68,5,5,22445,"466,796",65.2,5272841,mirai
2012,tokyo,20,2,"KIHARA, SEIJI",,1,2,1,40.4,42,4,1,98070,"402,763",63.1,7727829,LDP
2012,tokyo,20,1,"KATO, KOICHIB",,3,4,0,25.3,48,4,2,61519,"402,763",63.1,6812561,DPJ
2012,tokyo,20,0,"NODA, KAZUSA",,11,0,0,20.6,39,4,3,50031,"402,763",63.1,4372119,NIK
2012,tokyo,20,0,"IKEDA, MARIKO",,2,0,0,13.6,58,4,4,33092,"402,763",63.1,3875574,JCP
2012,tokyo,21,1,"NAGASHIMA, AKIHISA",,3,4,1,36.5,50,6,1,82831,"381,396",62.1,8555939,DPJ
2012,tokyo,21,0,"ODAWARA, KIYOSHI",,1,1,2,30.8,48,6,2,70070,"381,396",62.1,4900813,LDP
2012,tokyo,21,0,"SASAKI, RIE",,11,0,0,16.2,30,6,3,36734,"381,396",62.1,3312338,NIK
2012,tokyo,21,0,"YOSHIOKA, MASASHI",,2,0,0,9.6,38,6,4,21762,"381,396",62.1,4775942,JCP
2012,tokyo,21,0,"FUJITA, YUJI",,12,0,0,5.0,60,6,5,11408,"381,396",62.1,220691,mirai
2012,tokyo,21,0,"TANIGAWA, HITOYUKI",,99,0,0,1.9,42,6,6,4413,"381,396",62.1,247376,independent
